Shigella dysenteriae Sd197, complete genome
Product Name	Start	End	Strand	Length	Gi	GeneID	Locus	Locus_tag	COG(s)
transcriptional regulator EutR 	2427222	2428274	-	350	82777831	3797962	yfeG	SDY_2635	COG2207K
hypothetical protein SDY_2636 	2428320	2428826	-	168	82777832	3797963	-	SDY_2636	COG4577QC
hypothetical protein SDY_2637 	2428833	2429492	-	219	82777833	3797964	-	SDY_2637	COG4816E
ethanolamine ammonia-lyase small subunit 	2429502	2430389	-	295	82777834	3797965	eutC	SDY_2638	COG4302E
iso-IS1 ORF2 	2431509	2431691	+	60	82777835	3797967	-	SDY_2640	COG1662L
iso-IS1 ORF2 	2431688	2431903	+	71	82777836	3797968	-	SDY_2641	COG1662L
hypothetical protein SDY_2642 	2431984	2432190	-	68	82777837	3797295	-	SDY_2642	COG4810E
iso-IS1 ORF2 	2432253	2432648	-	131	161950073	3797296	-	SDY_2643	COG1662L
hypothetical protein SDY_2644 	2432843	2433073	+	76	82777839	3797297	-	SDY_2644	-
malic enzyme 	2433384	2435663	-	759	82777840	3797298	-	SDY_2645	COG0281C
iso-IS1 ORF2 	2437903	2438298	-	131	82777841	3797301	-	SDY_2648	COG1662L
hypothetical protein SDY_2649 	2439779	2440846	-	355	82777842	3797302	-	SDY_2649	-
hypothetical protein SDY_2650 	2440972	2441547	-	191	82777843	3797303	yffH	SDY_2650	COG0494LR
putative oxidoreductase Fe-S binding subunit 	2441615	2443594	-	659	82777844	3797304	yffG	SDY_2651	COG0493ER
iso-IS1 ORF2 	2443626	2444021	-	131	82777845	3797305	-	SDY_2652	COG1662L
nitrate/nitrite sensor protein NarQ 	2444574	2446274	+	566	82777846	3797306	narQ	SDY_2653	COG3850T
aminoglycoside/multidrug efflux system 	2446438	2449551	+	1037	82777847	3797307	acrD	SDY_2654	COG0841V
hypothetical protein SDY_2655 	2450090	2450446	+	118	82777848	3797308	yffB	SDY_2655	COG1393P
succinyl-diaminopimelate desuccinylase 	2450450	2451577	+	375	82777849	3797309	dapE	SDY_2656	COG0624E
hypothetical protein SDY_2657 	2451605	2451805	+	66	228861761	3797310	-	SDY_2657	-
hypothetical protein SDY_2658 	2451886	2452272	-	128	82777851	3797311	ypfH	SDY_2658	COG0400R
hypothetical protein SDY_2659 	2452319	2452585	-	88	82777852	3797312	-	SDY_2659	COG0400R
iso-IS1 ORF2 	2452667	2453062	-	131	82777853	3797313	-	SDY_2660	COG1662L
hypothetical protein SDY_2661 	2453433	2455448	-	671	82777854	3798579	ypfI	SDY_2661	COG1444R
hypothetical protein SDY_2662 	2455463	2455678	-	71	82777855	3798580	-	SDY_2662	COG2321R
hypothetical protein SDY_2663 	2455712	2456257	-	181	82777856	3798581	-	SDY_2663	COG2321R
phosphoribosylaminoimidazole-succinocarboxamide synthase 	2456494	2457207	-	237	82777857	3798582	purC	SDY_2664	COG0152F
hypothetical protein SDY_2665 	2457258	2457509	+	83	82777858	3798583	-	SDY_2665	-
lipoprotein 	2457420	2458457	-	345	82777859	3798584	nlpB	SDY_2666	COG3317M
dihydrodipicolinate synthase 	2458471	2459349	-	292	82777860	3798585	dapA	SDY_2667	COG0329EM
glycine cleavage system transcriptional repressor 	2459495	2460067	+	190	161950072	3798586	gcvR	SDY_2668	COG2716E
thioredoxin-dependent thiol peroxidase 	2460067	2460537	+	156	82777862	3798587	bcp	SDY_2669	COG1225O
hydrogenase 4 Fe-S subunit 	2460751	2461407	+	218	82777863	3798588	hyfA	SDY_2670	COG1142C
hydrogenase 4 subunit B 	2461407	2463425	+	672	82777864	3798589	hyfB	SDY_2671	COG0651CP
hydrogenase 4 membrane subunit 	2463415	2464383	+	322	82777865	3798590	hyfC	SDY_2672	COG0650C
hydrogenase 4 membrane subunit 	2465851	2466501	+	216	82777866	3798592	hyfE	SDY_2674	COG4237C
hydrogenase 4 subunit F 	2466506	2468086	+	526	82777867	3798593	hyfF	SDY_2675	COG0651CP
hydrogenase 4 subunit 	2468076	2469791	+	571	82777868	3798594	hyfG	SDY_2676	COG3261C
hydrogenase 4 Fe-S subunit 	2470343	2471101	+	252	82777869	3798596	hyfI	SDY_2678	COG3260C
putative protein processing element 	2471031	2471507	+	158	82777870	3798597	-	SDY_2679	-
putative formate transporter 	2473571	2474419	+	282	82777871	3798099	focB	SDY_2681	COG2116P
putative permease 	2474457	2475518	-	353	82777872	3798100	perM	SDY_2682	COG0628R
hypothetical protein SDY_2683 	2475732	2477195	+	487	82777873	3798101	-	SDY_2683	COG4783R
putative oxidoreductase 	2477216	2477575	+	119	82777874	3798102	-	SDY_2684	COG1393P
DNA replication initiation factor 	2477713	2478459	-	248	82777875	3798103	-	SDY_2685	COG0593L
uracil transporter 	2478509	2479798	-	429	82777876	3798104	uraA	SDY_2686	COG2233F
uracil phosphoribosyltransferase 	2479884	2480510	-	208	161950071	3798105	upp	SDY_2687	COG0035F
phosphoribosylaminoimidazole synthetase 	2480836	2481873	+	345	82777878	3798106	purM	SDY_2688	COG0150F
phosphoribosylglycinamide formyltransferase 	2481873	2482511	+	212	82777879	3798107	purN	SDY_2689	COG0299F
polyphosphate kinase 	2482682	2484748	+	688	82777880	3798108	ppk	SDY_2690	COG0855P
exopolyphosphatase 	2484753	2486294	+	513	82777881	3798109	ppx	SDY_2691	COG0248FP
iso-IS1 ORF2 	2488581	2488976	-	131	161950070	3798111	-	SDY_2693	COG1662L
hypothetical protein SDY_2694 	2489171	2489440	+	89	82777883	3798112	-	SDY_2694	-
iso-IS1 ORF2 	2489488	2489883	-	131	82777884	3798113	-	SDY_2695	COG1662L
hypothetical protein SDY_2696 	2490459	2490650	+	63	82777885	3798114	-	SDY_2696	-
hypothetical protein SDY_2697 	2490871	2491125	-	84	82777886	3798115	-	SDY_2697	-
iso-IS1 ORF2 	2491320	2491715	+	131	82777887	3798116	-	SDY_2698	COG1662L
putative outer membrane lipoprotein 	2491735	2492265	+	176	82777888	3798117	-	SDY_2699	COG3133M
insertion element IS2 transposase InsD 	2492236	2493141	-	301	161950069	3798802	-	SDY_2700	COG2801L
insertion sequence 2 OrfA protein 	2493099	2493464	-	121	82777890	3798803	-	SDY_2701	COG2963L
hypothetical protein SDY_2702 	2493605	2494144	+	179	82777891	3798804	-	SDY_2702	-
GMP synthase 	2494237	2495814	-	525	82777892	3798805	guaA	SDY_2703	COG0519F
inosine 5'-monophosphate dehydrogenase 	2495883	2497349	-	488	82777893	3798806	guaB	SDY_2704	COG0516F
exodeoxyribonuclease VII large subunit 	2497511	2498881	+	456	82777894	3798807	xseA	SDY_2705	COG1570L
hypothetical protein SDY_2706 	2498878	2499114	-	78	82777895	3798808	-	SDY_2706	COG1198L
GTP-binding protein EngA 	2499162	2500634	-	490	161950068	3798809	engA	SDY_2707	COG1160R
outer membrane protein assembly complex subunit YfgL 	2500752	2501930	-	392	82777897	3798810	-	SDY_2708	COG1520S
hypothetical protein SDY_2709 	2501941	2502561	-	206	82777898	3798811	-	SDY_2709	COG2976S
histidyl-tRNA synthetase 	2502579	2503853	-	424	82777899	3798812	hisS	SDY_2710	COG0124J
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase 	2503964	2505082	-	372	82777900	3798813	ispG	SDY_2711	COG0821I
hypothetical protein SDY_2712 	2505109	2506122	-	337	82777901	3798814	yfgA	SDY_2712	COG1426S
hypothetical protein SDY_2713 	2506407	2507561	-	384	82777902	3798815	yfgB	SDY_2713	COG0820R
nucleoside diphosphate kinase 	2507711	2508142	-	143	82777903	3798816	ndk	SDY_2714	COG0105F
3-mercaptopyruvate sulfurtransferase 	2515771	2516616	+	281	161950067	3798819	sseA	SDY_2717	COG2897P
enhanced serine sensitivity protein SseB 	2517763	2518539	-	258	161950066	3798820	sseB	SDY_2718	-
aminopeptidase B 	2518682	2519965	-	427	161950065	3798821	pepB	SDY_2719	COG0260E
hypothetical protein SDY_2720 	2520143	2520343	-	66	82777907	3798253	yfhJ	SDY_2720	COG2975S
[2FE-2S] ferredoxin, electron carrer protein [Shigella dysenteriae Sd197]	2520355	2520690	-	111	82777908	3798254	fdx	SDY_2721	COG0633C
chaperone protein HscA 	2520692	2522542	-	616	82777909	3798255	hscA	SDY_2722	COG0443O
co-chaperone HscB 	2522559	2523074	-	171	82777910	3798256	hscB	SDY_2723	COG1076O
iron-sulfur cluster assembly protein 	2523170	2523493	-	107	82777911	3798257	iscA	SDY_2724	COG0316S
scaffold protein 	2523510	2523896	-	128	82777912	3798258	-	SDY_2725	COG0822C
cysteine desulfurase 	2523924	2525162	-	412	82777913	3798259	yfhO	SDY_2726	COG1104E
DNA-binding transcriptional regulator IscR 	2525250	2525738	-	162	82777914	3798260	-	SDY_2727	COG1959K
putative ATP synthase beta subunit 	2526038	2526775	-	245	82777915	3798261	-	SDY_2728	COG0565J
inositol monophosphatase 	2526894	2527697	+	267	82777916	3798262	suhB	SDY_2729	COG0483G
putative enzyme 	2527815	2528696	+	293	82777917	3798263	-	SDY_2730	COG1073R
stationary phase inducible protein CsiE 	2528887	2530167	+	426	161950064	3798264	csiE	SDY_2731	COG3711K
putative 3-phenylpropionic acid transporter 	2530159	2531298	-	379	82777919	3798265	hcaT	SDY_2732	COG2814G
hypothetical protein SDY_2734 	2531458	2531748	-	96	82777920	3798267	-	SDY_2734	-
iso-IS1 ORF2 	2531970	2532365	+	131	82777921	3798268	-	SDY_2735	COG1662L
hypothetical protein SDY_2737 	2532697	2534109	-	470	82777922	3798270	-	SDY_2737	-
hypothetical protein SDY_2738 	2534122	2536038	-	638	82777923	3798271	yphG	SDY_2738	COG2956G
iso-IS1 ORF2 	2536016	2536411	-	131	82777924	3797611	-	SDY_2739	COG1662L
putative NAGC-like transcriptional regulator 	2536864	2538063	+	399	82777925	3797612	yphH	SDY_2740	COG1940KG
serine hydroxymethyltransferase 	2538126	2539379	-	417	82777926	3797613	glyA	SDY_2741	COG0112E
nitric oxide dioxygenase 	2539706	2540896	+	396	82777927	3797614	hmpA	SDY_2742	COG1017C
nitrogen regulatory protein P-II 1 	2540941	2541279	-	112	82777928	3797615	glnB	SDY_2743	COG0347E
putative 2-component transcriptional regulator 	2541340	2542674	-	444	82777929	3797616	yfhA	SDY_2744	COG2204T
hypothetical protein SDY_2745 	2542664	2543377	-	237	82777930	3797617	yfhG	SDY_2745	-
putative 2-component sensor protein 	2543542	2545032	-	496	82777931	3797618	yfhK	SDY_2746	COG0642T
phosphoribosylformylglycinamidine synthase 	2545533	2549420	-	1295	82777932	3797619	purL	SDY_2747	COG0046F
putative transglycosylase 	2549820	2551238	+	472	82777933	3797620	yfhD	SDY_2748	COG4623M
tRNA-specific adenosine deaminase 	2551235	2551771	-	178	82777934	3797621	yfhC	SDY_2749	COG0590FJ
hypothetical protein SDY_2750 	2551796	2552431	-	211	161950063	3797622	yfhB	SDY_2750	COG0560E
putative DNA-binding transcriptional regulator 	2552640	2553488	+	282	161950062	3797623	yfhH	SDY_2751	COG1737K
DNA-invertase 	2554379	2554819	-	146	82777937	3797624	-	SDY_2752	COG1961L
invasion plasmid antigen 	2555309	2557135	+	608	82777938	3797625	ipaH_6	SDY_2753	COG4886S
IS600 ORF2 	2557295	2558008	-	237	82777939	3797626	-	SDY_2754	COG2801L
IS600 ORF1 	2558149	2558451	-	100	82777940	3797627	-	SDY_2755	COG2963L
IS600 ORF2 	2558467	2558766	+	99	82777941	3797628	-	SDY_2756	COG2801L
hypothetical protein SDY_2757 	2558866	2559231	-	121	82777942	3797629	-	SDY_2757	-
putative tail fiber protein 	2559444	2560319	-	291	82777943	3797630	-	SDY_2758	-
hypothetical protein SDY_2759 	2560408	2560680	-	90	82777944	3795353	-	SDY_2759	-
hypothetical protein SDY_2760 	2560844	2561203	-	119	82777945	3795354	-	SDY_2760	-
iso-IS1 ORF2 	2561398	2561793	+	131	82777946	3795355	-	SDY_2761	COG1662L
hypothetical protein SDY_2762 	2561768	2562136	-	122	82777947	3795356	yfiL	SDY_2762	-
IS1 ORF1 	2562219	2562494	+	91	82777948	3795357	insA	SDY_2763	COG3677L
IS1 ORF2 	2562539	2562916	+	125	82777949	3795358	insB	SDY_2764	COG1662L
phospho-2-dehydro-3-deoxyheptonate aldolase 	2563123	2564193	+	356	82777950	3795359	aroF	SDY_2765	COG0722E
bifunctional chorismate mutase/prephenate dehydrogenase 	2564204	2565325	+	373	82777951	3795360	tyrA	SDY_2766	COG0287E
bifunctional chorismate mutase/prephenate dehydratase 	2565368	2566528	-	386	82777952	3795361	pheA	SDY_2767	COG0077E
translation inhibitor protein RaiA 	2566779	2567120	-	113	82777953	3795362	yfiA	SDY_2768	COG1544J
IS4 orf 	2567511	2568713	-	400	82777954	3795363	-	SDY_2769	COG3385L
IS600 ORF1 	2569222	2569524	+	100	82777955	3795364	-	SDY_2770	COG2963L
IS600 ORF2 	2569665	2570378	+	237	82777956	3795365	-	SDY_2771	COG2801L
hypothetical protein SDY_2772 	2570452	2571057	+	201	82777957	3795366	-	SDY_2772	-
putative tail fiber protein 	2571250	2571927	+	225	82777958	3795367	-	SDY_2773	-
insertion sequence 2 OrfA protein 	2571971	2572381	+	136	82777959	3795368	-	SDY_2774	COG2963L
IS2 ORF2 	2572405	2573133	+	242	82777960	3795369	-	SDY_2775	COG2801L
iso-IS1 ORF2 	2573130	2573525	-	131	82777961	3795370	-	SDY_2776	COG1662L
hypothetical protein SDY_2777 	2573720	2574028	+	102	82777962	3795371	-	SDY_2777	-
hypothetical protein SDY_2778 	2574436	2575233	+	265	82777963	3795885	yfiN	SDY_2778	COG2199T
putative outer membrane protein 	2575249	2575662	+	137	82777964	3795886	yfiB	SDY_2779	COG2885M
50S ribosomal protein L19 	2575807	2576154	-	115	82777965	3795887	rplS	SDY_2780	COG0335J
tRNA (guanine-N(1)-)-methyltransferase 	2576196	2576963	-	255	82777966	3795888	trmD	SDY_2781	COG0336J
16S rRNA-processing protein RimM 	2576994	2577542	-	182	161950061	3795889	rimM	SDY_2782	COG0806J
30S ribosomal protein S16 	2577561	2577809	-	82	82777968	3795890	rpsP	SDY_2783	COG0228J
signal recognition particle protein 	2577946	2579307	-	453	82777969	3795891	ffh	SDY_2784	COG0541U
hypothetical protein SDY_2785 	2579399	2580265	+	288	82777970	3795892	-	SDY_2785	COG4137R
hypothetical protein SDY_2786 	2580376	2581572	+	398	161950060	3795893	yfjD	SDY_2786	COG4536P
heat shock protein GrpE 	2581627	2582220	-	197	82777972	3795894	grpE	SDY_2787	COG0576O
inorganic polyphosphate/ATP-NAD kinase 	2582343	2583221	+	292	82777973	3795895	ppnK	SDY_2788	COG0061G
recombination and repair protein 	2583307	2584968	+	553	82777974	3795896	recN	SDY_2789	COG0497L
hypothetical protein SDY_2790 	2585117	2585458	+	113	161950059	3795897	smpA	SDY_2790	COG2913J
hypothetical protein SDY_2791 	2585520	2585810	-	96	161950058	3795898	-	SDY_2791	COG2914S
hypothetical protein SDY_2792 	2585800	2586276	-	158	82777977	3795899	-	SDY_2792	COG2867I
SsrA-binding protein 	2586408	2586890	+	160	82777978	3795900	smpB	SDY_2793	COG0691O
hypothetical protein SDY_2794 	2587628	2587840	-	70	82777979	3795901	-	SDY_2794	-
IS600 ORF1 	2589778	2590041	+	87	82777980	3795902	-	SDY_2795	COG2963L
hypothetical protein SDY_2796 	2589911	2590198	-	95	82777981	3795903	-	SDY_2796	-
iso-IS1 ORF2 	2590393	2590788	+	131	82777982	3795904	-	SDY_2797	COG1662L
hypothetical protein SDY_2798 	2590988	2591923	+	311	82777983	3795499	-	SDY_2798	COG0553KL
hypothetical protein SDY_2799 	2592117	2592629	-	170	82777984	3795500	-	SDY_2799	-
hypothetical protein SDY_2800 	2592728	2593513	-	261	82777985	3795501	-	SDY_2800	-
hypothetical protein SDY_2801 	2593728	2593988	+	86	82777986	3795502	yfhL	SDY_2801	COG1143C
iso-IS1 ORF2 	2594468	2594863	-	131	82777987	3795503	-	SDY_2802	COG1662L
hypothetical protein SDY_2803 	2595058	2595351	+	97	82777988	3795504	-	SDY_2803	-
4'-phosphopantetheinyl transferase 	2595458	2595838	-	126	82777989	3795505	acpS	SDY_2804	COG0736I
pyridoxine 5'-phosphate synthase 	2595838	2596569	-	243	82777990	3795506	pdxJ	SDY_2805	COG0854H
DNA repair protein RecO 	2596581	2597309	-	242	82777991	3795507	recO	SDY_2806	COG1381L
GTP-binding protein Era 	2597321	2598226	-	301	82777992	3795508	era	SDY_2807	COG1159R
ribonuclease III 	2598223	2598903	-	226	82777993	3795509	rnc	SDY_2808	COG0571K
signal peptidase I 	2599176	2600150	-	324	82777994	3795510	lepB	SDY_2809	COG0681U
GTP-binding protein LepA 	2600166	2601965	-	599	82777995	3795511	lepA	SDY_2810	COG0481M
SoxR reducing system protein RseC 	2602163	2602642	-	159	82777996	3795512	rseC	SDY_2811	COG3086T
periplasmic negative regulator of sigmaE 	2602639	2603595	-	318	82777997	3795513	rseB	SDY_2812	COG3026T
anti-RNA polymerase sigma factor SigE 	2603595	2604245	-	216	82777998	3795514	rseA	SDY_2813	COG3073T
RNA polymerase sigma factor RpoE 	2604278	2604853	-	191	82777999	3795515	rpoE	SDY_2814	COG1595K
L-aspartate oxidase 	2605261	2606883	+	540	82778000	3795516	nadB	SDY_2815	COG0029H
putative enzyme 	2606868	2607725	-	285	82778001	3795517	yfiC	SDY_2816	COG4123R
ATP-dependent RNA helicase SrmB 	2607737	2609071	+	444	82778002	3795408	srmB	SDY_2817	COG0513LKJ
putative transcriptional regulator LYSR-type 	2609104	2610030	-	308	82778003	3795409	yfiE	SDY_2818	COG0583K
IS600 ORF1 	2610310	2610612	+	100	82778004	3795410	-	SDY_2819	COG2963L
IS600 ORF2 	2610753	2611466	+	237	82778005	3795411	-	SDY_2820	COG2801L
hypothetical protein SDY_2821 	2611478	2611867	+	129	82778006	3795412	yfiK	SDY_2821	COG1280E
autonomous glycyl radical cofactor GrcA 	2611923	2612306	-	127	82778007	3795413	yfiD	SDY_2822	COG3445R
uracil-DNA glycosylase 	2612610	2613299	+	229	82778008	3795414	ung	SDY_2823	COG0692L
putative methyltransferase 	2613347	2614384	-	345	82778009	3795415	yfiF	SDY_2824	COG0566J
thioredoxin 2 	2614591	2615010	+	139	82778010	3795416	trxC	SDY_2825	COG3118O
hypothetical protein SDY_2826 	2615055	2615777	+	240	82778011	3795417	yfiP	SDY_2826	COG3148S
hypothetical protein SDY_2827 	2615809	2618469	+	886	82778012	3795418	yfiQ	SDY_2827	COG1042C
phosphatidylserine synthase 	2618580	2619938	+	452	82778013	3795419	pssA	SDY_2828	COG1502I
hypothetical protein SDY_2829 	2620011	2620307	+	98	82778014	3795420	yfiM	SDY_2829	COG5544R
alpha-ketoglutarate transporter 	2620304	2621602	-	432	82778015	3795421	kgtP	SDY_2830	COG2814G
protein disaggregation chaperone 	2627369	2629942	-	857	82778016	3796209	clpB	SDY_2835	COG0542O
hypothetical protein SDY_2836 	2630072	2630803	-	243	82778017	3796210	yfiH	SDY_2836	COG1496S
23S rRNA pseudouridine synthase D 	2630800	2631780	-	326	82778018	3796211	rluD	SDY_2837	COG0564J
outer membrane protein assembly complex subunit YfiO 	2631915	2632652	+	245	82778019	3796212	-	SDY_2838	COG4105R
IS4 orf 	2632703	2634049	-	448	82778020	3796213	-	SDY_2839	COG3385L
hypothetical protein SDY_2840 	2634188	2634493	+	101	82778021	3796214	-	SDY_2840	-
ISSfl4 ORF2 	2634493	2634813	+	106	82778022	3796215	-	SDY_2841	COG3436L
IS600 ORF2 	2635051	2635881	-	276	82778023	3796216	-	SDY_2842	COG2801L
IS600 ORF1 	2636022	2636324	-	100	82778024	3796217	-	SDY_2843	COG2963L
IS911 ORF2 	2636660	2637271	-	203	82778025	3796218	-	SDY_2844	COG2801L
IS911 ORF1 	2637298	2637600	-	100	82778026	3796219	-	SDY_2845	COG2963L
hypothetical protein SDY_2846 	2637670	2638437	-	255	82778027	3796220	-	SDY_2846	COG2801L
iso-IS1 ORF2 	2638542	2638937	-	131	82778028	3796221	-	SDY_2847	COG1662L
hypothetical protein SDY_2848 	2639272	2639802	-	176	82778029	3796222	-	SDY_2848	COG2963L
IS1 ORF2 	2639839	2640216	-	125	82778030	3796223	insB	SDY_2849	COG1662L
IS1 ORF1 	2640261	2640536	-	91	82778031	3796224	insA	SDY_2850	COG3677L
gamma-aminobutyrate transporter 	2642377	2643777	+	466	82778032	3796131	gabP	SDY_2853	COG1113E
DNA-binding transcriptional regulator CsiR 	2643798	2644460	+	220	161950057	3796132	ygaE	SDY_2854	COG1802K
LysM domain/BON superfamily protein 	2644461	2644910	-	149	82778034	3796133	ygaU	SDY_2855	COG1652S
hypothetical protein SDY_2856 	2644994	2645152	-	52	82778035	3796134	-	SDY_2856	COG0401S
hypothetical protein SDY_2857 	2645335	2645634	+	99	82778036	3796135	-	SDY_2857	COG0640K
hypothetical protein SDY_2858 	2645644	2646162	+	172	82778037	3796136	ygaP	SDY_2858	COG0607P
DNA binding protein, nucleoid-associated 	2646215	2646619	-	134	82778038	3796137	stpA	SDY_2859	COG2916R
hypothetical protein SDY_2860 	2647288	2647737	+	149	82778039	3796138	-	SDY_2860	-
iso-IS1 ORF2 	2648157	2648426	+	89	82778040	3796139	-	SDY_2861	COG1662L
hypothetical protein SDY_2862 	2648528	2648893	-	121	82778041	3796140	ygaC	SDY_2862	-
hypothetical protein SDY_2863 	2649033	2649374	+	113	82778042	3796141	ygaM	SDY_2863	COG4575S
putative transcriptional regulator 	2649524	2650858	-	444	82778043	3796142	-	SDY_2864	COG1167KE
hypothetical protein SDY_2865 	2650946	2651377	+	143	82778044	3796143	-	SDY_2865	COG2128S
glutaredoxin-like protein 	2651587	2651832	+	81	82778045	3796144	nrdH	SDY_2866	COG0695O
ribonucleotide reductase stimulatory protein 	2651829	2652239	+	136	82778046	3796145	nrdI	SDY_2867	COG1780F
ribonucleoside-diphosphate reductase 2, alpha subunit 	2652251	2654101	+	616	82778047	3796146	nrdE	SDY_2868	COG0209F
ribonucleotide-diphosphate reductase subunit beta 	2654366	2655334	+	322	82778048	3796147	nrdF	SDY_2869	COG0208F
IS1 ORF2 	2655328	2655705	-	125	82778049	3796148	insB	SDY_2870	COG1662L
IS1 ORF1 	2655750	2656025	-	91	82778050	3796149	insA	SDY_2871	COG3677L
ATP-binding component of transport system for glycine, betaine and proline 	2656201	2657226	+	341	82778051	3799634	proV	SDY_2872	COG4175E
glycine betaine transporter membrane protein 	2657219	2658283	+	354	82778052	3799635	proW	SDY_2873	COG4176E
iso-IS1 ORF2 	2658396	2658791	-	131	82778053	3799636	-	SDY_2874	COG1662L
permease 	2660298	2661482	+	394	82778054	3799638	-	SDY_2876	COG2814G
hypothetical protein SDY_2877 	2661606	2662343	+	245	82778055	3799639	-	SDY_2877	COG1296E
hypothetical protein SDY_2878 	2662333	2662668	+	111	82778056	3799640	ygaH	SDY_2878	-
transcriptional repressor MprA 	2662759	2663289	+	176	82778057	3799641	emrR	SDY_2879	COG1846K
